"name","id","nametype","recclass","mass_g","fall","year","reclat","reclong","GeoLocation"
"Bethune",5033,"Valid","EH4/5",67,"Found",1941,39.3,-102.41667,"(39.3, -102.41667)"
"Blackwood Creek",5069,"Valid","H6",67,"Found",1998,40.5,-101.08333,"(40.5, -101.08333)"
"Aldama (b)",460,"Valid","H5",66.5,"Found",1996,25.05,-106,"(25.05, -106.0)"
"Puerto Libertad",18897,"Valid","L",66,"Found",1973,29.9,-112.68333,"(29.9, -112.68333)"
"Superior Valley 003",23750,"Valid","H6",65.6,"Found",2001,35.24742,-117.0999,"(35.24742, -117.0999)"
"Fitzwater Pass",51738,"Valid","Iron, IIIF",65.4,"Found",1974,42.03839,-120.58942,"(42.03839, -120.58942)"
"Roosevelt County 036",22691,"Valid","H5",65.2,"Found",1968,34.08333,-103.61667,"(34.08333, -103.61667)"
"Johannesburg",55765,"Valid","H4",63,"Found",2012,35.37788,-117.63728,"(35.37788, -117.63728)"
"Willcox Playa 007",51584,"Valid","L6",62.4,"Found",2004,32.18843,-109.84563,"(32.18843, -109.84563)"
"Sheephole Valley",23527,"Valid","H4",62.1,"Found",1999,34.125,-115.56333,"(34.125, -115.56333)"
"Stewart Valley 005",55533,"Valid","L6",62,"Found",2001,36.22907,-116.17935,"(36.22907, -116.17935)"
"Coyote Dry Lake 105",30464,"Valid","H5",61.5,"Found",1999,35.05073,-116.76698,"(35.05073, -116.76698)"
"Willcox Playa",24273,"Valid","H4",61.5,"Found",1979,32.125,-109.83333,"(32.125, -109.83333)"
"Salem",23107,"Valid","L6",61.4,"Fell",1981,44.97917,-122.96944,"(44.97917, -122.96944)"
"Hualapai Wash 020",11918,"Valid","H5",60.9,"Found",2003,35.83833,-114.16617,"(35.83833, -114.16617)"
"Fountain Hills",30565,"Valid","CBa",60,"Found",2002,33.61,-111.72,"(33.61, -111.72)"
"Somesbar",23666,"Valid","H6",60,"Found",1977,41.38333,-123.5,"(41.38333, -123.5)"
"Roach Dry Lake 021",32763,"Valid","H6",59.2,"Found",2001,35.67298,-115.36717,"(35.67298, -115.36717)"
"Roosevelt County 023",22678,"Valid","H5",59.2,"Found",1984,34.18333,-103.23333,"(34.18333, -103.23333)"
"Stewart Valley 004",55532,"Valid","L6",58.9,"Found",2001,36.25547,-116.18552,"(36.25547, -116.18552)"
"Roosevelt County 048",22703,"Valid","L6",57.3,"Found",1970,33.61667,-103.45,"(33.61667, -103.45)"
"Kress (d)",12361,"Valid","H5",57,"Found",1994,34.38333,-101.71667,"(34.38333, -101.71667)"
"Bethel (b)",5031,"Valid","H4",56.8,"Found",1968,34.24667,-103.395,"(34.24667, -103.395)"
"San Juan Capistrano",23128,"Valid","H6",56,"Fell",1973,33.48472,-117.6625,"(33.48472, -117.6625)"
"Roosevelt County 097",22752,"Valid","H4",56,"Found",1996,33.95833,-103.93833,"(33.95833, -103.93833)"
"Roosevelt County 045",22700,"Valid","L6",55.5,"Found",1970,34.23333,-103.25,"(34.23333, -103.25)"
"Cordes",44707,"Valid","H4",54.5,"Found",1998,34.30333,-112.16617,"(34.30333, -112.16617)"
"Coyote Dry Lake 221",30492,"Valid","H4",54.31,"Found",2003,35.05717,-116.7205,"(35.05717, -116.7205)"
"Escalón",10050,"Valid","H4",54.3,"Found",1979,27,-104,"(27.0, -104.0)"
"Bronco (c)",5149,"Valid","OC",53,"Found",1980,33.275,-102.96,"(33.275, -102.96)"
"Rock Springs",22639,"Valid","L6",52.7,"Found",2003,41.65,-109.025,"(41.65, -109.025)"
"Sacramento Wash 005",45974,"Valid","H-metal",52.3,"Found",2004,34.74667,-114.21,"(34.74667, -114.21)"
"Roosevelt County 043",22698,"Valid","H4/5",52.1,"Found",1969,34.08333,-103.61667,"(34.08333, -103.61667)"
"Roosevelt County 104",22759,"Valid","L5",51.7,"Found",1998,33.72217,-103.67333,"(33.72217, -103.67333)"
"Melrose (b)",15476,"Valid","Howardite",50.5,"Found",1971,34.39833,-103.605,"(34.39833, -103.605)"
"Stratford",23728,"Valid","L6",50,"Fell",1974,41.2,-73.13333,"(41.2, -73.13333)"
"Buck Mountains 001",35488,"Valid","H6",50,"Found",2004,34.73245,-114.22257,"(34.73245, -114.22257)"
"Maricopa",15420,"Valid","H",50,"Found",1980,33.25,-112.05,"(33.25, -112.05)"
"Rolla (d)",22649,"Valid","H",50,"Found",1942,37.08333,-101.6,"(37.08333, -101.6)"
"Rushville",22787,"Valid","L5",50,"Found",1866,39.61667,-85.45,"(39.61667, -85.45)"
"Stewart Valley 011",55539,"Valid","H6",49.6,"Found",2003,36.21017,-116.16825,"(36.21017, -116.16825)"
"Roosevelt County 061",22716,"Valid","H5",49.5,"Found",1968,34.08333,-103.51667,"(34.08333, -103.51667)"
"Roosevelt County 038",22693,"Valid","H5",49.4,"Found",1968,34.3,-103.45,"(34.3, -103.45)"
"Dutch Flat",7753,"Valid","Iron, IIAB",48.8,"Found",2002,34.48333,-113.91667,"(34.48333, -113.91667)"
"Greaterville",11193,"Valid","L4",48,"Found",1995,31.76167,-110.75,"(31.76167, -110.75)"
"Coyote Dry Lake 276",45962,"Valid","H6",47.2,"Found",2006,35.07118,-116.77162,"(35.07118, -116.77162)"
"Lusk",14761,"Valid","Iron",46,"Found",1940,42.76667,-104.35,"(42.76667, -104.35)"
"Centerville",5307,"Valid","H5",45.6,"Fell",1956,43.2,-96.91667,"(43.2, -96.91667)"
"St. Vrain",23095,"Valid","OC",45.5,"Found",1971,34.31833,-103.47167,"(34.31833, -103.47167)"
"Greener Reservoir",30666,"Valid","H4",45,"Found",2004,39.49133,-112.942,"(39.49133, -112.942)"
"Nazareth (a)",16928,"Valid","L6",44,"Found",1938,34.5,-102.25,"(34.5, -102.25)"
"Tungsten Mountain 007",24078,"Valid","H5",44,"Found",2001,39.68518,-117.62105,"(39.68518, -117.62105)"
"Silurian Dry Lake",23595,"Valid","LL6",43.8,"Found",2000,35.51752,-116.17607,"(35.51752, -116.17607)"
"Truckton",24055,"Valid","H5",43.4,"Found",1978,38.58139,-104.07667,"(38.58139, -104.07667)"
"Lucerne Valley 120",52465,"Valid","L6",43.1,"Found",2010,34.48388,-116.9501,"(34.48388, -116.9501)"
"Coyote Dry Lake 164",30487,"Valid","H5",43,"Found",2002,35.05835,-116.77403,"(35.05835, -116.77403)"
"Powell Peak 001",54561,"Valid","H6",42.8,"Found",2011,34.68222,-114.33046,"(34.68222, -114.33046)"
"Coyote Dry Lake 165",30488,"Valid","L6",42.57,"Found",2002,35.06888,-116.76197,"(35.06888, -116.76197)"
"Old Dominion Mine",18004,"Valid","H4",42,"Found",2000,34.85958,-116.22113,"(34.85958, -116.22113)"
"Stewart Valley 010",55538,"Valid","H5",41.7,"Found",2003,36.18472,-116.14342,"(36.18472, -116.14342)"
"Tungsten Mountain 204",51585,"Valid","H4",41.6,"Found",2005,39.67888,-117.62945,"(39.67888, -117.62945)"
"Tamarack",51737,"Valid","Iron, IIAB",41,"Found",2004,44.93389,-116.43167,"(44.93389, -116.43167)"
"El Rancho Grande",7816,"Valid","Pallasite",40.7,"Found",1954,37,-105,"(37.0, -105.0)"
"Cuddeback Dry Lake 004",5483,"Valid","H6",40,"Found",2000,35.30233,-117.46017,"(35.30233, -117.46017)"
"Red Dry Lake 006",22543,"Valid","H4",40,"Found",2001,35.62705,-114.04336,"(35.62705, -114.04336)"
"Harper Dry Lake 018",52983,"Valid","H6",39.7,"Found",2007,35.0421,-117.27512,"(35.0421, -117.27512)"
"Roach Dry Lake 113",52982,"Valid","H5",39.6,"Found",2010,35.66594,-115.37081,"(35.66594, -115.37081)"
"Superior Valley 022",31332,"Valid","H5",38.9,"Found",2004,35.23705,-117.01618,"(35.23705, -117.01618)"
"Lucerne Valley 045",31370,"Valid","L6",38.56,"Found",2004,34.487,-116.96512,"(34.487, -116.96512)"
"Roosevelt County 039",22694,"Valid","H5",38,"Found",1969,34.08333,-103.5,"(34.08333, -103.5)"
"Lucerne Valley 004",14728,"Valid","L6",37.4,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Bluewing 037",52962,"Valid","H5",37.2,"Found",2009,40.2819,-118.94693,"(40.2819, -118.94693)"
"Harper Dry Lake 004",11835,"Valid","LL3",37,"Found",1999,35.05523,-117.30257,"(35.05523, -117.30257)"
"Coyote Dry Lake 175",30489,"Valid","H6",36.35,"Found",2002,35.05475,-116.75432,"(35.05475, -116.75432)"
"Roach Dry Lake 031",22622,"Valid","H6",36.2,"Found",2002,35.6701,-115.37248,"(35.6701, -115.37248)"
"Roosevelt County 013",22668,"Valid","H5",35.2,"Found",1981,34.1,-103.48333,"(34.1, -103.48333)"
"Cuddeback Dry Lake 005",5484,"Valid","H5",35,"Found",2000,35.31232,-117.45315,"(35.31232, -117.45315)"
"Vigo Park",24175,"Valid","L4",35,"Found",1934,34.68333,-101.38333,"(34.68333, -101.38333)"
"Devil Peak",6695,"Valid","L6",34.7,"Found",1999,35.65917,-115.37283,"(35.65917, -115.37283)"
"Roosevelt County 063",22718,"Valid","L4",34.7,"Found",1969,34.08333,-103.5,"(34.08333, -103.5)"
"Roosevelt County 092",22747,"Valid","L5",34.29,"Found",1994,34.08333,-103.5,"(34.08333, -103.5)"
"Roosevelt County 060",22715,"Valid","H5",34.2,"Found",1968,34.08333,-103.61667,"(34.08333, -103.61667)"
"Bluewing 034",51577,"Valid","H5",34,"Found",1999,40.26667,-118.93333,"(40.26667, -118.93333)"
"Midland",16633,"Valid","Iron",34,"Found",1960,44.75,-79.88333,"(44.75, -79.88333)"
"Milnesand (stone)",16690,"Valid","L6",34,"Found",1981,33.63333,-103.33333,"(33.63333, -103.33333)"
"Superior Valley 005",23752,"Valid","H6",32.92,"Found",2001,35.238,-117.0365,"(35.238, -117.0365)"
"Roosevelt County 042",22697,"Valid","H5",32.6,"Found",1969,34.08333,-103.51667,"(34.08333, -103.51667)"
"Cuddeback Dry Lake 001",5480,"Valid","L6",32.5,"Found",1999,35.29575,-117.4668,"(35.29575, -117.4668)"
"Lunar Dry Lake",30749,"Valid","L5",32.5,"Found",2003,38.39918,-115.9967,"(38.39918, -115.9967)"
"Roosevelt County 041",22696,"Valid","L5",32.4,"Found",1969,34.08333,-103.5,"(34.08333, -103.5)"
"Coyote Dry Lake 142",30478,"Valid","H4",32.22,"Found",2000,35.06725,-116.74853,"(35.06725, -116.74853)"
"San Joaquin",47356,"Valid","L5/6",31.8,"Found",2005,32.16657,-111.11718,"(32.16657, -111.11718)"
"Tungsten Mountain 001",24072,"Valid","H4",31.73,"Found",2000,39.63611,-117.65472,"(39.63611, -117.65472)"
"Cuddeback Dry Lake 021",51573,"Valid","L6",31.72,"Found",2004,35.3,-117.4605,"(35.3, -117.4605)"
"Tungsten Mountain 009",24080,"Valid","H4",31,"Found",2001,39.68035,-117.62918,"(39.68035, -117.62918)"
"Lucerne Valley 090",52461,"Valid","L5",30.7,"Found",2007,34.48823,-116.97797,"(34.48823, -116.97797)"
"Alkali",474,"Valid","H6",30.47,"Found",1998,37.86667,-117.4,"(37.86667, -117.4)"
"Lucerne Valley 047",31372,"Valid","L6",30.43,"Found",2004,34.48613,-116.9739,"(34.48613, -116.9739)"
"Roosevelt County 003",22658,"Valid","H5",30.3,"Found",1976,33.88333,-103.56667,"(33.88333, -103.56667)"
"Roosevelt County 047",22702,"Valid","L6",30.3,"Found",1970,34.13333,-103.36667,"(34.13333, -103.36667)"
"Roosevelt County 079",22734,"Valid","H4",30.2,"Found",1993,34.1,-103.58333,"(34.1, -103.58333)"
"Kumiva Valley",12376,"Valid","H5",30.15,"Found",2001,40.37972,-119.08639,"(40.37972, -119.08639)"
"Arivaca",47346,"Valid","Eucrite-mmict",30.1,"Found",1999,31.59391,-111.37023,"(31.59391, -111.37023)"
"Jonesboro",12201,"Valid","Iron, IVA",30,"Found",1891,36.3,-82.46667,"(36.3, -82.46667)"
"Portis",18875,"Valid","L",30,"Found",1959,39.56667,-98.68333,"(39.56667, -98.68333)"
"Roosevelt County 105",22760,"Valid","H5",30,"Found",1998,34.18833,-103.94167,"(34.18833, -103.94167)"
"Roach Dry Lake 075",22624,"Valid","H6",29.9,"Found",2002,35.67355,-115.35067,"(35.67355, -115.35067)"
"Roosevelt County 051",22706,"Valid","L5",29.4,"Found",1971,34.21667,-103.35,"(34.21667, -103.35)"
"Jungo 003",50764,"Valid","H6",29.1,"Found",2007,40.95805,-118.35305,"(40.95805, -118.35305)"
"Stewart Valley 002",55531,"Valid","L6",28.9,"Found",2001,36.20758,-116.16918,"(36.20758, -116.16918)"
"Sacramento Wash 004",34068,"Valid","H5",28.6,"Found",2004,34.75078,-114.22717,"(34.75078, -114.22717)"
"Deal",6634,"Valid","L6",28,"Fell",1829,40.25,-74,"(40.25, -74.0)"
"Alkali Flat",55662,"Valid","L5",28,"Found",2011,32.306,-108.9038,"(32.306, -108.9038)"
"Otto",18047,"Valid","H5",28,"Found",1970,35.16667,-105.98333,"(35.16667, -105.98333)"
"Jungo 002",50763,"Valid","H6",27.8,"Found",2007,40.89805,-118.35388,"(40.89805, -118.35388)"
"Fish Canyon",10106,"Valid","Iron, IAB complex",27.3,"Found",1992,31.735,-110.75333,"(31.735, -110.75333)"
"Lucerne Valley 006",14730,"Valid","H4",26.9,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Clarendon (b)",5370,"Valid","H5",26.8,"Found",1981,34.93611,-100.94167,"(34.93611, -100.94167)"
"Superior Valley 010",23757,"Valid","L4",26.26,"Found",2001,35.23633,-117.04317,"(35.23633, -117.04317)"
"Red Dry Lake 068",52891,"Valid","H4",26.2,"Found",2008,35.64,-114.03285,"(35.64, -114.03285)"
"Roosevelt County 059",22714,"Valid","L6",26.2,"Found",1968,34.08333,-103.5,"(34.08333, -103.5)"
"Tungsten Mountain 535",51852,"Valid","H4",26.1,"Found",2007,39.68908,-117.62257,"(39.68908, -117.62257)"
"Chicago Valley",44706,"Valid","L5",26,"Found",2004,36.00217,-116.19633,"(36.00217, -116.19633)"
"Harper Dry Lake 006",11837,"Valid","H6",26,"Found",1999,35.04722,-117.30752,"(35.04722, -117.30752)"
"Yucca 016",57158,"Valid","H5",25.9,"Found",2011,34.82658,-114.27763,"(34.82658, -114.27763)"
"Roosevelt County 008",22663,"Valid","H5",25.3,"Found",1979,34.08333,-103.5,"(34.08333, -103.5)"
"Tungsten Mountain 533",51851,"Valid","H5",25.3,"Found",2007,39.68945,-117.62358,"(39.68945, -117.62358)"
"Roosevelt County 064",22719,"Valid","H5",24.8,"Found",1969,34.08333,-103.5,"(34.08333, -103.5)"
"St. Mary's County",23091,"Valid","LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"(38.16667, -76.38333)"
"Harper Dry Lake 005",11836,"Valid","H6",24,"Found",1999,35.05063,-117.30188,"(35.05063, -117.30188)"
"Roosevelt County 010",22665,"Valid","L4",23.6,"Found",1979,33.08333,-103.5,"(33.08333, -103.5)"
"Cuddeback Dry Lake 017",52978,"Valid","H6",23.1,"Found",2008,35.28528,-117.48305,"(35.28528, -117.48305)"
"Coyote Mountains",5459,"Valid","H5",23.04,"Found",1998,31.91667,-111.5,"(31.91667, -111.5)"
"Bonnie Claire 001",5105,"Valid","H5",23.03,"Found",1998,37.21667,-117.08333,"(37.21667, -117.08333)"
"Bluewing 002",5080,"Valid","H5",23,"Found",1999,40.24148,-118.94763,"(40.24148, -118.94763)"
"Roosevelt County 049",22704,"Valid","LL4",22.8,"Found",1971,34.08333,-103.5,"(34.08333, -103.5)"
"Coyote Dry Lake 222",30493,"Valid","L5",22.5,"Found",2004,35.04008,-116.75553,"(35.04008, -116.75553)"
"Roosevelt County 027",22682,"Valid","Ureilite",22.3,"Found",1984,33.8,-103.25,"(33.8, -103.25)"
"Cuddeback Dry Lake 029",52968,"Valid","H4",22.2,"Found",2008,35.296,-117.472,"(35.296, -117.472)"
"Roosevelt County 074",22729,"Valid","L5",22.2,"Found",1990,34.08333,-103.51667,"(34.08333, -103.51667)"
"Roosevelt County 033",22688,"Valid","L4",21.8,"Found",1968,34.08333,-103.5,"(34.08333, -103.5)"
"Red Dry Lake 002",22539,"Valid","H6",21.5,"Found",2001,35.65306,-114.02437,"(35.65306, -114.02437)"
"Little Ash Creek",14662,"Valid","L5",21.4,"Found",2001,34.38667,-112.02833,"(34.38667, -112.02833)"
"Coyote Dry Lake 277",45963,"Valid","H5",21.3,"Found",2006,35.0742,-116.7637,"(35.0742, -116.7637)"
"Hatfield",11854,"Valid","Iron, IAB complex",21,"Found",1941,34.48333,-94.45,"(34.48333, -94.45)"
"Lucerne Valley 025",31364,"Valid","H4",21,"Found",2003,34.51087,-116.93545,"(34.51087, -116.93545)"
"Guadaloupe County",11430,"Valid","Iron",20.5,"Found",1950,29.5,-98,"(29.5, -98.0)"
"Hualapai Wash 021",11919,"Valid","H4",20.5,"Found",1997,35.8895,-114.192,"(35.8895, -114.192)"
"Stewart Valley 006",55534,"Valid","H4",20.1,"Found",2001,36.23728,-116.1722,"(36.23728, -116.1722)"
"Rabbit Dry Lake",22366,"Valid","L6",20,"Found",2000,34.44567,-117.01083,"(34.44567, -117.01083)"
"Willcox Playa 004",51581,"Valid","L6",19.9,"Found",2004,32.14202,-109.82423,"(32.14202, -109.82423)"
"King Tut",12315,"Valid","L5",19.51,"Found",1997,35.92333,-114.10167,"(35.92333, -114.10167)"
"Cuddeback Dry Lake 028",52967,"Valid","L5",19.5,"Found",2008,35.296,-117.472,"(35.296, -117.472)"
"Cuddeback Dry Lake 009",5488,"Valid","H5",19,"Found",2000,35.31833,-117.46667,"(35.31833, -117.46667)"
"Bluewing 030",51574,"Valid","H5",18.81,"Found",1999,40.26667,-118.93333,"(40.26667, -118.93333)"
"Roach Dry Lake 027",22620,"Valid","H5",18.65,"Found",2002,35.68078,-115.34062,"(35.68078, -115.34062)"
"Sawtooth Knob",23191,"Valid","Iron, IIAB",18.54,"Found",2002,40.86217,-118.54167,"(40.86217, -118.54167)"
"Coyote Dry Lake 120",30470,"Valid","H5",18.5,"Found",1999,35.05893,-116.76872,"(35.05893, -116.76872)"
"Red Canyon Lake",53502,"Valid","H5",18.41,"Fell",2007,38.13742,-119.75812,"(38.13742, -119.75812)"
"Buck Mountains 002",35489,"Valid","L6",18.4,"Found",2004,34.71933,-114.20783,"(34.71933, -114.20783)"
"Lucerne Valley 020",14744,"Valid","H6",18.4,"Found",2002,34.4918,-116.943,"(34.4918, -116.943)"
"Muroc",16879,"Valid","L",18.4,"Found",1936,34.91667,-117.83333,"(34.91667, -117.83333)"
"Bethel (a)",5030,"Valid","OC",18.3,"Found",1968,34.23333,-103.38333,"(34.23333, -103.38333)"
"Coyote Dry Lake 138",30476,"Valid","H5",18.3,"Found",2000,35.05283,-116.76645,"(35.05283, -116.76645)"
"Roach Dry Lake 064",22623,"Valid","H6",18.26,"Found",2002,35.67725,-115.3566,"(35.67725, -115.3566)"
"Roosevelt County 002",22657,"Valid","L6",18.2,"Found",1973,33.71667,-103.65,"(33.71667, -103.65)"
"Tungsten Mountain 543",51854,"Valid","H4",18.1,"Found",2007,39.68938,-117.62032,"(39.68938, -117.62032)"
"Cuddeback Dry Lake 008",5487,"Valid","L6",18.02,"Found",2000,35.28333,-117.48333,"(35.28333, -117.48333)"
"Spruce 002",56166,"Valid","L6",18,"Found",2011,40.792,-114.708,"(40.792, -114.708)"
"Red Dry Lake 024",31306,"Valid","L5",17.9,"Found",2003,35.69732,-114.032,"(35.69732, -114.032)"
"Coyote Dry Lake 159",30483,"Valid","H5",17.7,"Found",2001,35.05865,-116.76872,"(35.05865, -116.76872)"
"Roosevelt County 052",22707,"Valid","H5",17.7,"Found",1971,34.1,-103.48333,"(34.1, -103.48333)"
"Tule Valley",24065,"Valid","L6",17.69,"Found",2001,38.99861,-113.38167,"(38.99861, -113.38167)"
"Coyote Dry Lake 132",30474,"Valid","H4",17.4,"Found",2000,35.07028,-116.74847,"(35.07028, -116.74847)"
"Roosevelt County 109",48914,"Valid","L6",17.3,"Found",2005,34.21667,-103.18333,"(34.21667, -103.18333)"
"Coyote Dry Lake 155",30482,"Valid","H4",17.02,"Found",2001,35.06847,-116.76905,"(35.06847, -116.76905)"
"Red Dry Lake 022",22545,"Valid","H6",17,"Found",2002,35.66185,-114.0271,"(35.66185, -114.0271)"
"Tacoma",23777,"Valid","Iron, IAB complex",16.7,"Found",1925,47.25,-122.41667,"(47.25, -122.41667)"
"Coyote Dry Lake 163",30486,"Valid","H5",16.66,"Found",2002,35.07,-116.77,"(35.07, -116.77)"
"Silver Dry Lake 002",23599,"Valid","H6",16.5,"Found",2000,35.34443,-116.11485,"(35.34443, -116.11485)"
"Lucerne Valley 022",14746,"Valid","LL4",16.49,"Found",2002,34.49058,-116.95032,"(34.49058, -116.95032)"
"Harper Dry Lake 017",45964,"Valid","H6",16.4,"Found",2007,35.04102,-117.27465,"(35.04102, -117.27465)"
"Coyote Dry Lake 230",30495,"Valid","H6",16.36,"Found",2004,35.08958,-116.75007,"(35.08958, -116.75007)"
"Roosevelt County 015",22670,"Valid","H5",16.3,"Found",1981,34.1,-103.48333,"(34.1, -103.48333)"
"Coyote Dry Lake 275",45961,"Valid","H4",16.2,"Found",2006,35.05122,-116.76742,"(35.05122, -116.76742)"
"Roosevelt County 062",22717,"Valid","H5",16.2,"Found",1969,34.21667,-103.5,"(34.21667, -103.5)"
"Lucerne Valley 001",14725,"Valid","L6",15.8,"Found",1963,34.5,-116.95,"(34.5, -116.95)"
"Superior Valley 026",44801,"Valid","L4",15.8,"Found",2006,35.23625,-117.04638,"(35.23625, -117.04638)"
"Sunstone Knoll",23747,"Valid","L6",15.6,"Found",1985,39.16278,-112.70806,"(39.16278, -112.70806)"
"Superior Valley 004",23751,"Valid","L6",15.3,"Found",2001,35.23533,-117.1005,"(35.23533, -117.1005)"
"Roosevelt County 098",22753,"Valid","L6",15,"Found",1969,34.21667,-103.55,"(34.21667, -103.55)"
"Roosevelt County 083",22738,"Valid","H5",14.8,"Found",1969,33.66667,-103.41667,"(33.66667, -103.41667)"
"Coyote Dry Lake 121",30471,"Valid","H4",14.2,"Found",1999,35.05947,-116.7685,"(35.05947, -116.7685)"
"Lucerne Valley 013",14737,"Valid","L5",14,"Found",1992,34.5,-116.95,"(34.5, -116.95)"
"Bethlehem",5032,"Valid","H",13.9,"Fell",1859,42.53333,-73.83333,"(42.53333, -73.83333)"
"Roosevelt County 068",22723,"Valid","L5",13.9,"Found",1988,34.1,-103.48333,"(34.1, -103.48333)"
"Coyote Dry Lake 153",30481,"Valid","H5",13.87,"Found",2001,35.07362,-116.76372,"(35.07362, -116.76372)"
"Red Dry Lake 004",22541,"Valid","H6",13.5,"Found",2001,35.6464,-114.02849,"(35.6464, -114.02849)"
"Tungsten Mountain 010",24081,"Valid","H5",13.4,"Found",2001,39.68432,-117.62052,"(39.68432, -117.62052)"
"Lucerne Valley 057",45967,"Valid","L6",13.15,"Found",2005,34.486,-116.97275,"(34.486, -116.97275)"
"Roosevelt County 050",22705,"Valid","L4",13.1,"Found",1971,34.08333,-103.5,"(34.08333, -103.5)"
"El Mirage Dry Lake 002",7811,"Valid","H4",13,"Found",2001,34.64667,-117.58108,"(34.64667, -117.58108)"
"Harper Dry Lake 001",11832,"Valid","LL3",13,"Found",1999,35.05102,-117.30672,"(35.05102, -117.30672)"
"Red Dry Lake 009",22544,"Valid","H3.6",13,"Found",2001,35.62723,-114.04323,"(35.62723, -114.04323)"
"Lucerne Valley 017",14741,"Valid","L6",12.8,"Found",1999,34.5,-116.95,"(34.5, -116.95)"
"Lucerne Valley 091",52462,"Valid","H4",12.7,"Found",2007,34.48075,-116.9788,"(34.48075, -116.9788)"
"Roosevelt County 101",22756,"Valid","H5",12.6,"Found",1979,34.05,-103.58333,"(34.05, -103.58333)"
"Bluewing 035",51578,"Valid","L6",12.56,"Found",1999,40.26667,-118.93333,"(40.26667, -118.93333)"
"Harper Dry Lake 008",11839,"Valid","H6",12.5,"Found",2000,35.05193,-117.26138,"(35.05193, -117.26138)"
"Lucerne Valley 015",14739,"Valid","LL6",12.5,"Found",1998,34.5095,-116.95583,"(34.5095, -116.95583)"
"Mount Morris (New York)",16782,"Valid","H",12.5,"Found",1897,42.7,-77.88333,"(42.7, -77.88333)"
"Grier (a)",11202,"Valid","OC",12.4,"Found",1969,34.38167,-103.39167,"(34.38167, -103.39167)"
"Roosevelt County 026",22681,"Valid","L6",12.4,"Found",1984,34.15,-104.01667,"(34.15, -104.01667)"
"Roosevelt County 095",22750,"Valid","L/LL5",12.1,"Found",1995,34.09167,-103.50167,"(34.09167, -103.50167)"
"Harper Dry Lake 002",11833,"Valid","H6",12,"Found",1999,35.05067,-117.30095,"(35.05067, -117.30095)"
"Holliday",11897,"Valid","Iron",12,"Found",1950,33.75,-98.83333,"(33.75, -98.83333)"
"Red Dry Lake 005",22542,"Valid","H6",12,"Found",2001,35.64645,-114.02853,"(35.64645, -114.02853)"
"Roosevelt County 005",22660,"Valid","L6",12,"Found",1978,34.21667,-103.28333,"(34.21667, -103.28333)"
"Roosevelt County 058",22713,"Valid","L4",12,"Found",1968,34.08333,-103.5,"(34.08333, -103.5)"
"Willcox Playa 002",24274,"Valid","L6",12,"Found",2001,32.18167,-109.7895,"(32.18167, -109.7895)"
"Lucerne Valley 032",35470,"Valid","CK4",11.87,"Found",2004,34.49015,-116.94985,"(34.49015, -116.94985)"
"White Hills",24253,"Valid","Mesosiderite",11.7,"Found",1999,35.85667,-114.22333,"(35.85667, -114.22333)"
"Harper Dry Lake 029",52112,"Valid","H6",11.56,"Found",2008,35.04568,-117.26658,"(35.04568, -117.26658)"
"Desert Willow",48655,"Valid","H4/5",11.3,"Found",2007,32.319,-111.077,"(32.319, -111.077)"
"Red Dry Lake 028",31308,"Valid","H4",11.3,"Found",2004,35.6448,-114.03452,"(35.6448, -114.03452)"
"Tungsten Mountain 002",24073,"Valid","H6",11.3,"Found",2001,39.67357,-117.60432,"(39.67357, -117.60432)"
"Rosamond",57434,"Valid","LL3",11.1,"Found",2012,34.82793,-118.1464,"(34.82793, -118.1464)"
"Lea County 002",12751,"Valid","K3",11,"Found",1988,32.03333,-103.16667,"(32.03333, -103.16667)"
"Lost Lake",14714,"Valid","L6",11,"Found",1931,37.65,-105.73333,"(37.65, -105.73333)"
"Roosevelt County 077",22732,"Valid","L4",10.9,"Found",1992,34.08333,-103.5,"(34.08333, -103.5)"
"Coyote Dry Lake 152",30480,"Valid","H5",10.84,"Found",2001,35.05607,-116.72365,"(35.05607, -116.72365)"
"Roosevelt County 018",22673,"Valid","H5",10.8,"Found",1981,34.31667,-103.41667,"(34.31667, -103.41667)"
"Roosevelt County 053",22708,"Valid","H5",10.8,"Found",1971,33.88333,-103.7,"(33.88333, -103.7)"
"Tungsten Mountain 572",51856,"Valid","H6",10.7,"Found",2007,39.68105,-117.61325,"(39.68105, -117.61325)"
"Cuddeback Dry Lake 011",5490,"Valid","L6",10.69,"Found",2000,35.2758,-117.47877,"(35.2758, -117.47877)"
"Cricket Mountains",5472,"Valid","H6",10.6,"Found",1985,38.90306,-112.82111,"(38.90306, -112.82111)"
"Roach",22616,"Valid","LL6",10.56,"Found",1998,35.63333,-115.36667,"(35.63333, -115.36667)"
"Cuddeback Dry Lake 010",5489,"Valid","L5",10.5,"Found",2000,35.3112,-117.45465,"(35.3112, -117.45465)"
"Bluewing 036",51579,"Valid","L6",10.47,"Found",1999,40.26667,-118.93333,"(40.26667, -118.93333)"
"Coyote Dry Lake 139",30477,"Valid","H4",10.4,"Found",2000,35.05283,-116.76538,"(35.05283, -116.76538)"
"White Elephant",24252,"Valid","L4",10.4,"Found",1997,35.89,-114.20333,"(35.89, -114.20333)"
